,Label,Object1,Object2,Object3,Object4,Action,Acteur
676,bank indoor,3,401,425,121,1361,1476
677,bank indoor,219,425,276,101,636,1765
678,bank indoor,39,120,219,401,1422,1476
679,bank indoor,124,219,121,101,1422,1769
680,bank indoor,401,124,121,39,636,1477
681,bank indoor,276,91,120,39,636,1477
682,bank indoor,101,120,91,401,636,1769
683,bank indoor,39,276,3,118,1361,1477
684,bank indoor,120,101,124,118,1422,1769
685,bank indoor,425,91,276,120,642,1769
686,bank indoor,120,219,401,91,1422,1476
687,bank indoor,425,3,101,91,1415,1476
688,bank indoor,91,118,120,39,636,1769
689,bank indoor,3,124,91,121,1415,1765
690,bank indoor,401,425,39,120,1415,1769
691,bank indoor,101,425,219,118,642,1769
692,bank indoor,401,3,101,120,1361,1769
693,bank indoor,120,91,276,425,1415,1765
694,bank indoor,401,425,276,3,636,1769
695,bank indoor,276,39,120,91,1422,1477
696,bank indoor,425,276,3,401,1361,1476
697,bank indoor,91,118,101,276,642,1476
698,bank indoor,118,121,101,401,1361,1765
699,bank indoor,276,91,101,401,636,1476
700,baseball field,325,371,33,484,1329,1485
701,baseball field,53,412,484,33,1329,1723
702,baseball field,412,397,325,370,1329,1723
703,baseball field,237,406,412,325,1415,1765
704,baseball field,33,237,406,397,1233,1485
705,baseball field,397,174,207,484,1235,1485
706,baseball field,237,174,406,18,1415,1723
707,baseball field,412,237,207,325,1264,1485
708,baseball field,370,397,412,207,1233,1723
709,baseball field,207,174,397,209,1370,1765
710,baseball field,406,207,33,174,1352,1765
711,baseball field,370,211,207,412,1352,1723
712,baseball field,371,33,174,397,1235,1765
713,baseball field,207,412,211,371,1264,1765
714,baseball field,370,325,33,406,1352,1485
715,baseball field,33,18,211,484,1352,1723
716,baseball field,370,412,406,53,1329,1765
717,baseball field,211,53,397,33,1415,1765
718,baseball field,325,371,406,484,1264,1723
719,baseball field,207,174,209,406,1235,1723
720,baseball field,174,18,397,370,1235,1485
721,baseball field,412,209,484,325,1405,1765
722,baseball field,18,53,174,412,1415,1765
723,baseball field,209,18,397,406,1235,1485
724,baseball field,33,412,371,18,1051,1765
725,baseball field,370,207,174,371,1329,1723
726,baseball field,371,174,237,207,1264,1485
727,baseball field,397,325,370,209,1366,1765
728,baseball field,207,18,325,209,1264,1723
729,baseball field,237,370,325,371,1264,1765
730,baseball field,325,406,397,174,1235,1765
731,baseball field,18,370,371,397,1352,1765
732,baseball field,397,207,209,174,1366,1485
733,baseball field,325,406,53,207,1366,1765
734,baseball field,325,174,371,484,1366,1765
735,baseball field,33,174,237,207,1352,1723
736,baseball field,397,207,211,237,1415,1485
737,baseball field,207,209,397,371,1329,1485
738,baseball field,484,370,412,209,1405,1485
739,baseball field,406,484,207,237,1405,1723
740,baseball field,33,484,53,18,1233,1723
741,baseball field,406,370,174,237,1366,1765
742,baseball field,406,211,53,18,1415,1765
743,baseball field,371,209,207,211,1329,1765
744,baseball field,237,412,371,18,1235,1765
745,baseball field,406,209,18,370,1051,1485
746,baseball field,33,53,237,325,1329,1765
747,baseball field,211,53,209,397,1264,1723
748,baseball field,406,484,53,371,1329,1765
749,baseball field,412,371,18,209,1352,1723
750,baseball field,33,211,397,237,1051,1485
751,baseball field,53,18,484,174,1329,1723
752,baseball field,209,484,53,371,1415,1723
753,baseball field,412,406,18,325,1329,1485
754,baseball field,412,406,397,370,1264,1723
755,baseball field,484,397,325,237,1370,1723
756,baseball field,237,371,53,412,1370,1765
757,baseball field,207,18,237,53,1405,1485
758,baseball field,397,207,325,237,1366,1723
759,baseball field,33,174,406,370,1233,1765
760,baseball field,325,211,209,18,1366,1723
761,baseball field,207,412,211,237,1235,1485
762,baseball field,211,397,18,484,1352,1765
763,baseball field,211,174,325,412,1235,1485
764,baseball field,412,207,33,406,1051,1723
765,baseball field,237,209,397,484,1329,1723
766,baseball field,174,18,370,325,1366,1765
767,baseball field,371,209,484,370,1233,1765
768,baseball field,397,370,412,237,1264,1765
769,baseball field,370,406,484,211,1051,1723
770,baseball field,371,406,237,207,1366,1765
771,baseball field,370,371,406,207,1235,1765
772,baseball field,397,53,406,18,1370,1485
773,baseball field,397,412,370,371,1415,1485
774,baseball field,237,211,370,325,1329,1765
775,baseball field,484,174,370,406,1264,1765
776,baseball field,211,33,412,397,1329,1723
777,baseball field,370,412,207,209,1415,1485
778,baseball field,207,18,211,174,1233,1765
779,baseball field,174,211,207,18,1370,1723
780,baseball field,53,484,370,406,1235,1765
781,baseball field,484,397,371,18,1235,1485
782,baseball field,237,325,18,397,1264,1485
783,baseball field,53,207,406,325,1235,1485
784,baseball field,371,412,237,33,1233,1723
785,baseball field,53,484,325,370,1366,1765
786,baseball field,397,412,33,325,1352,1485
787,baseball field,237,325,412,209,1264,1765
788,baseball field,211,207,18,412,1264,1723
789,baseball field,209,371,406,18,1051,1765
790,baseball field,237,18,174,33,1264,1765
791,baseball field,237,18,370,33,1366,1485
792,baseball field,325,18,484,406,1235,1723
793,baseball field,325,371,174,397,1352,1765
794,baseball field,371,406,325,484,1370,1723
795,baseball field,33,209,371,406,1264,1485
796,baseball field,207,33,211,371,1233,1723
797,baseball field,209,207,325,370,1366,1723
798,baseball field,397,18,53,237,1370,1765
799,baseball field,325,209,370,237,1235,1765
800,bathroom,485,385,444,56,658,1657
801,bathroom,118,428,440,37,658,1657
802,bathroom,26,443,131,445,678,1721
803,bathroom,171,399,485,56,678,1721
804,bathroom,385,440,71,846,1376,1721
805,bathroom,385,54,682,440,1386,1657
806,bathroom,27,385,54,682,682,1657
807,bathroom,71,658,443,90,1415,1769
808,bathroom,171,27,485,435,1225,1769
809,bathroom,27,54,440,171,1376,1721
810,bathroom,443,90,27,63,1386,1721
811,bathroom,440,472,71,56,944,1769
812,bathroom,684,27,403,37,682,1721
813,bathroom,399,181,37,118,1415,1769
814,bathroom,63,37,658,485,1386,1721
815,bathroom,90,63,37,658,678,1721
816,bathroom,63,385,445,56,1225,1721
817,bathroom,444,383,459,428,682,1721
818,bathroom,90,445,56,273,682,1721
819,bathroom,682,684,90,118,1225,1721
820,bathroom,445,54,27,444,658,1721
821,bathroom,658,445,440,273,1225,1721
822,bathroom,383,90,440,131,1415,1769
823,bathroom,37,682,403,131,1415,1721
824,bathroom,399,485,682,459,1386,1657
825,bathroom,118,846,37,440,1376,1657
826,bathroom,131,90,658,443,678,1657
827,bathroom,445,485,90,71,944,1769
828,bathroom,56,682,459,440,944,1769
829,bathroom,443,171,485,445,1386,1769
830,bathroom,63,56,27,71,1225,1657
831,bathroom,131,443,118,684,678,1657
832,bathroom,440,444,428,443,1376,1721
833,bathroom,444,37,383,682,1415,1657
834,bathroom,118,27,90,445,944,1721
835,bathroom,682,443,385,445,1225,1721
836,bathroom,171,435,440,54,658,1657
837,bathroom,444,385,131,26,678,1769
838,bathroom,658,54,118,171,944,1721
839,bathroom,37,658,444,90,1415,1721
840,bathroom,472,658,485,440,1376,1657
841,bathroom,459,658,118,399,1225,1657
842,bathroom,472,445,385,63,944,1721
843,bathroom,682,684,26,273,678,1657
844,bathroom,443,37,684,273,944,1769
845,bathroom,385,440,445,485,678,1721
846,bathroom,684,403,181,444,1376,1769
847,bathroom,440,684,54,181,678,1721
848,bathroom,684,27,682,440,658,1721
849,bathroom,403,444,443,385,944,1657
850,bathroom,71,399,472,443,1376,1721
851,bathroom,383,428,118,435,1386,1721
852,bathroom,443,131,440,71,1225,1769
853,bathroom,472,443,181,658,944,1769
854,bathroom,658,131,90,445,944,1657
855,bathroom,444,472,440,658,678,1769
856,bathroom,658,435,37,118,658,1657
857,bathroom,56,171,472,435,1415,1769
858,bathroom,435,428,403,445,1386,1769
859,bathroom,37,658,459,27,682,1769
860,bathroom,385,273,399,63,1225,1657
861,bathroom,403,445,459,846,1415,1721
862,bathroom,440,37,428,27,682,1657
863,bathroom,131,399,459,26,658,1721
864,bathroom,90,181,444,459,658,1657
865,bathroom,385,181,403,472,1386,1721
866,bathroom,385,118,444,181,658,1657
867,bathroom,37,131,445,485,1376,1657
868,bathroom,445,428,131,658,1225,1657
869,bathroom,846,435,658,71,678,1721
870,bathroom,684,846,118,63,1225,1721
871,bathroom,181,428,63,71,1376,1769
872,bathroom,684,273,63,383,682,1721
873,bathroom,428,63,443,54,1415,1769
874,bathroom,273,56,684,385,1225,1657
875,bathroom,383,273,435,445,1225,1769
876,bathroom,27,682,435,90,682,1657
877,bathroom,658,26,485,63,1376,1769
878,bathroom,37,273,383,385,678,1769
879,bathroom,472,445,63,846,682,1657
880,bathroom,90,54,118,444,682,1657
881,bathroom,846,485,181,472,682,1657
882,bathroom,181,171,445,846,944,1721
883,bathroom,472,443,440,26,1386,1721
884,bathroom,399,54,385,445,1415,1721
885,bathroom,385,90,37,684,678,1721
886,bathroom,63,27,181,56,944,1721
887,bathroom,171,71,443,56,1415,1769
888,bathroom,27,273,403,171,1415,1769
889,bathroom,26,444,54,428,1376,1657
890,bathroom,428,435,443,658,1386,1769
891,bathroom,445,118,90,684,658,1721
892,bathroom,443,273,428,54,1415,1657
893,bathroom,90,37,658,26,682,1769
894,bathroom,658,27,459,399,1415,1657
895,bathroom,399,26,459,846,678,1721
896,bathroom,444,440,385,684,1376,1769
897,bathroom,63,90,445,54,678,1657
898,bathroom,63,37,385,403,1225,1769
899,bathroom,171,27,485,71,682,1769
900,bedroom,446,425,154,102,1415,1765
901,bedroom,161,312,91,58,1415,1765
902,bedroom,181,321,846,91,727,1769
903,bedroom,71,321,155,472,1330,1769
904,bedroom,155,156,42,315,1102,1765
905,bedroom,446,154,430,462,727,1765
906,bedroom,56,474,49,189,1386,1765
907,bedroom,189,133,273,425,1415,1769
908,bedroom,846,466,430,85,1337,1769
909,bedroom,85,485,102,317,1330,1769
910,bedroom,196,42,189,474,1415,1769
911,bedroom,102,321,56,156,1330,1765
912,bedroom,58,312,91,447,727,1769
913,bedroom,85,321,90,446,1330,1769
914,bedroom,485,85,155,321,1330,1765
915,bedroom,321,446,85,58,1415,1769
916,bedroom,32,196,91,155,1102,1765
917,bedroom,156,102,181,58,1214,1765
918,bedroom,315,430,317,128,1102,1765
919,bedroom,71,156,49,85,1415,1769
920,bedroom,56,58,49,385,1386,1769
921,bedroom,315,312,102,32,1415,1769
922,bedroom,273,321,42,32,1330,1765
923,bedroom,58,155,181,241,1415,1765
924,bedroom,133,466,273,128,1214,1765
925,bedroom,133,273,42,317,1337,1765
926,bedroom,58,430,155,154,1214,1765
927,bedroom,91,430,42,156,1415,1769
928,bedroom,154,447,85,189,1337,1769
929,bedroom,196,91,58,273,1337,1769
930,bedroom,128,102,265,154,1337,1765
931,bedroom,181,321,71,385,1214,1765
932,bedroom,312,385,49,85,1386,1769
933,bedroom,447,51,56,181,1102,1765
934,bedroom,315,312,196,385,1102,1765
935,bedroom,85,425,472,71,1386,1765
936,bedroom,472,265,385,102,1415,1765
937,bedroom,161,103,196,90,727,1769
938,bedroom,155,474,312,85,1102,1765
939,bedroom,425,462,42,317,1214,1769
940,bedroom,90,474,103,56,1415,1769
941,bedroom,472,154,90,385,1337,1769
942,bedroom,446,32,315,474,1415,1765
943,bedroom,133,90,241,91,1386,1765
944,bedroom,51,71,265,446,1337,1765
945,bedroom,155,425,51,85,1102,1765
946,bedroom,321,85,58,485,727,1769
947,bedroom,196,425,154,472,1102,1769
948,bedroom,161,128,447,846,1337,1769
949,bedroom,321,155,846,462,1415,1769
950,bedroom,273,317,161,156,1214,1769
951,bedroom,462,90,315,485,1415,1769
952,bedroom,56,181,90,85,1386,1769
953,bedroom,466,485,154,49,1337,1765
954,bedroom,317,49,265,181,1337,1765
955,bedroom,90,58,385,103,727,1769
956,bedroom,474,273,196,321,727,1765
957,bedroom,189,846,462,32,1386,1765
958,bedroom,71,51,56,315,1337,1765
959,bedroom,90,425,430,71,1415,1769
960,bedroom,51,265,189,156,1102,1769
961,bedroom,472,128,102,466,727,1769
962,bedroom,425,474,312,181,1102,1765
963,bedroom,241,485,32,447,1415,1769
964,bedroom,265,312,49,155,1386,1769
965,bedroom,181,49,425,430,727,1765
966,bedroom,430,155,462,241,1415,1765
967,bedroom,156,430,133,49,1337,1765
968,bedroom,51,265,425,128,1337,1769
969,bedroom,90,315,321,241,727,1765
970,bedroom,189,155,466,485,1386,1769
971,bedroom,58,161,189,321,727,1769
972,bedroom,102,161,71,51,1386,1765
973,bedroom,312,430,385,32,1337,1765
974,bedroom,462,312,385,49,1386,1769
975,bedroom,128,56,317,154,1330,1769
976,bedroom,312,273,56,466,727,1769
977,bedroom,156,71,317,846,1330,1765
978,bedroom,51,161,181,49,1337,1769
979,bedroom,462,425,846,447,1415,1765
980,bedroom,90,321,474,466,1386,1769
981,bedroom,58,91,161,90,1102,1769
982,bedroom,472,71,49,241,1386,1769
983,bedroom,156,56,265,128,1214,1769
984,bedroom,181,430,846,154,1386,1769
985,bedroom,196,485,846,425,1386,1765
986,bedroom,321,51,466,485,1386,1765
987,bedroom,71,102,241,312,1102,1765
988,bedroom,103,128,321,846,1102,1769
989,bedroom,90,91,315,156,727,1769
990,bedroom,103,51,485,265,1337,1765
991,bedroom,430,273,128,472,727,1765
992,bedroom,154,102,196,32,1330,1765
993,bedroom,189,58,51,846,727,1769
994,bedroom,462,385,446,161,1415,1769
995,bedroom,321,485,273,155,727,1769
996,bedroom,58,265,241,472,1214,1765
997,bedroom,51,315,181,430,1386,1765
998,bedroom,154,485,90,91,727,1769
999,bedroom,128,42,154,91,1102,1765
1000,casino ,485,181,107,1418,1264,1510
1001,casino ,84,91,370,485,1343,1510
1002,casino ,91,96,90,472,1264,1721
1003,casino ,107,846,370,472,1420,1510
1004,casino ,846,1418,472,150,1420,1507
1005,casino ,370,91,107,846,1343,1721
1006,casino ,91,150,846,472,1420,1721
1007,casino ,181,90,472,97,1343,1510
1008,casino ,97,472,107,1418,743,1510
1009,casino ,84,83,485,90,1420,1510
1010,casino ,472,1418,370,97,1264,1510
1011,casino ,84,107,846,485,1343,1510
1012,casino ,150,91,90,370,1420,1507
1013,casino ,846,97,370,91,1343,1721
1014,casino ,472,97,485,90,1343,1507
1015,casino ,90,181,472,96,1420,1507
1016,casino ,107,84,91,472,743,1721
1017,casino ,150,91,83,96,1420,1510
1018,casino ,1418,370,90,472,1264,1507
1019,casino ,181,83,97,472,1343,1721
1020,casino ,370,846,91,150,1343,1721
1021,casino ,485,472,97,846,743,1721
1022,casino ,150,107,96,83,1343,1510
1023,casino ,846,96,83,90,1343,1510
1024,casino ,107,84,150,97,1264,1721
1025,casino ,83,181,84,107,1343,1721
1026,casino ,91,485,90,472,1420,1510
1027,casino ,107,90,1418,150,1264,1510
1028,casino ,91,97,107,150,1264,1510
1029,casino ,370,485,90,846,743,1510
1030,casino ,370,84,846,96,1420,1721
1031,casino ,1418,150,846,84,1264,1510
1032,casino ,107,91,84,846,743,1510
1033,casino ,181,107,472,485,743,1721
1034,casino ,90,150,181,846,1343,1510
1035,casino ,181,370,1418,96,1420,1721
1036,casino ,150,83,1418,97,1264,1510
1037,casino ,84,97,90,91,1264,1510
1038,casino ,91,97,84,150,1420,1510
1039,casino ,1418,485,846,83,1420,1721
1040,casino ,84,90,472,91,743,1507
1041,casino ,91,181,90,472,1420,1721
1042,casino ,846,96,181,150,1264,1721
1043,casino ,472,150,90,846,1264,1721
1044,casino ,181,846,97,472,1343,1721
1045,casino ,91,846,150,96,1264,1510
1046,casino ,97,84,107,1418,743,1507
1047,casino ,90,83,107,370,1420,1510
1048,casino ,90,83,107,472,1343,1510
1049,casino ,107,150,472,846,743,1721
1050,casino ,846,84,472,91,1343,1510
1051,casino ,370,90,1418,97,1264,1510
1052,casino ,84,181,370,472,1420,1510
1053,casino ,150,370,83,107,1264,1507
1054,casino ,370,485,97,84,743,1721
1055,casino ,84,181,485,91,1343,1510
1056,casino ,370,107,84,83,743,1510
1057,casino ,90,97,84,96,743,1721
1058,casino ,150,97,84,91,743,1507
1059,casino ,91,181,150,472,743,1507
1060,casino ,485,96,846,97,1420,1507
1061,casino ,83,96,107,472,743,1721
1062,casino ,1418,150,107,846,1343,1510
1063,casino ,846,96,370,83,1343,1721
1064,casino ,472,107,84,97,1264,1721
1065,casino ,846,91,181,96,1343,1507
1066,casino ,846,472,107,84,1264,1721
1067,casino ,485,846,83,370,1264,1510
1068,casino ,485,472,370,97,1264,1510
1069,casino ,96,83,150,472,743,1721
1070,casino ,1418,485,91,84,743,1507
1071,casino ,1418,181,97,472,1420,1721
1072,casino ,472,181,485,91,1420,1510
1073,casino ,91,472,107,370,743,1507
1074,casino ,150,90,472,107,1264,1510
1075,casino ,485,107,150,96,1343,1507
1076,casino ,96,97,1418,84,1343,1721
1077,casino ,846,370,97,90,1264,1721
1078,casino ,96,370,83,90,743,1510
1079,casino ,90,485,83,84,743,1507
1080,casino ,181,485,96,846,1343,1507
1081,casino ,846,150,472,370,1264,1510
1082,casino ,97,181,846,91,1420,1507
1083,casino ,84,150,181,472,743,1507
1084,casino ,97,472,83,90,1264,1507
1085,casino ,150,96,181,1418,1420,1510
1086,casino ,90,97,1418,84,1420,1510
1087,casino ,370,1418,97,846,1264,1510
1088,casino ,1418,485,83,97,1420,1510
1089,casino ,83,84,472,96,1420,1721
1090,casino ,83,107,370,96,743,1507
1091,casino ,472,370,181,90,1264,1507
1092,casino ,370,1418,97,90,1264,1721
1093,casino ,97,846,370,472,1264,1510
1094,casino ,846,1418,485,83,743,1721
1095,casino ,846,370,97,83,1343,1507
1096,casino ,83,97,90,370,1264,1721
1097,casino ,370,150,1418,97,1420,1721
1098,casino ,96,150,90,370,1420,1721
1099,casino ,181,83,370,472,743,1721
1100,church ,7,377,107,185,760,1523
1101,church ,92,316,107,34,766,1769
1102,church ,34,241,339,33,778,1523
1103,church ,90,377,35,241,1162,1765
1104,church ,107,241,339,90,1415,1523
1105,church ,34,339,36,126,1148,1769
1106,church ,92,185,107,181,766,1765
1107,church ,35,185,7,107,760,1523
1108,church ,339,377,90,316,1162,1765
1109,church ,181,185,377,90,778,1523
1110,church ,7,35,241,181,766,1523
1111,church ,92,36,181,33,778,1769
1112,church ,107,181,92,377,766,1769
1113,church ,185,377,339,7,766,1523
1114,church ,377,126,316,185,766,1769
1115,church ,126,36,339,7,760,1769
1116,church ,181,36,316,90,778,1523
1117,church ,107,185,241,36,1415,1769
1118,church ,107,241,7,185,766,1765
1119,church ,7,316,181,36,1148,1523
1120,church ,90,316,339,92,778,1769
1121,church ,339,107,126,377,1162,1523
1122,church ,36,185,241,7,760,1523
1123,church ,241,36,35,107,778,1523
1124,church ,92,339,181,35,1162,1769
1125,church ,36,316,7,181,1148,1765
1126,church ,339,107,185,7,766,1523
1127,church ,35,92,339,90,1148,1523
1128,church ,34,181,241,35,760,1769
1129,church ,34,377,92,33,778,1765
1130,church ,181,36,92,126,778,1769
1131,church ,7,35,377,92,778,1765
1132,church ,36,35,377,185,1162,1769
1133,church ,34,92,107,339,760,1523
1134,church ,339,107,377,185,1415,1523
1135,church ,7,126,92,241,1162,1769
1136,church ,34,185,241,377,766,1769
1137,church ,92,126,33,90,778,1523
1138,church ,316,107,185,33,778,1765
1139,church ,126,185,34,92,1162,1769
1140,church ,107,34,339,316,1162,1523
1141,church ,241,92,126,377,778,1769
1142,church ,316,185,33,35,1162,1769
1143,church ,90,36,339,107,766,1765
1144,church ,34,339,7,241,1148,1523
1145,church ,90,181,126,7,766,1769
1146,church ,126,316,185,34,760,1769
1147,church ,34,107,126,241,760,1765
1148,church ,90,36,181,185,778,1765
1149,church ,241,34,7,107,1415,1523
1150,church ,34,107,92,90,778,1523
1151,church ,107,33,241,90,1415,1523
1152,church ,90,185,126,241,760,1769
1153,church ,107,36,92,316,760,1765
1154,church ,185,35,377,126,778,1769
1155,church ,36,126,339,377,778,1523
1156,church ,92,33,181,241,1415,1765
1157,church ,35,339,36,181,778,1523
1158,church ,241,7,34,339,1148,1765
1159,church ,7,339,185,34,1415,1523
1160,church ,377,316,339,92,760,1523
1161,church ,36,35,33,34,778,1769
1162,church ,126,36,92,316,778,1765
1163,church ,339,126,181,36,760,1769
1164,church ,7,126,33,92,1415,1765
1165,church ,36,316,377,181,1415,1769
1166,church ,185,377,34,35,1148,1765
1167,church ,35,92,34,339,1415,1523
1168,church ,7,35,126,34,1148,1769
1169,church ,107,241,339,181,778,1769
1170,church ,126,90,35,241,760,1765
1171,church ,92,90,339,107,778,1765
1172,church ,92,126,33,35,1415,1765
1173,church ,377,33,316,185,1148,1765
1174,church ,7,90,316,126,1162,1765
1175,church ,377,92,33,35,1162,1523
1176,church ,126,7,35,181,766,1523
1177,church ,92,7,35,126,778,1765
1178,church ,241,92,34,7,778,1523
1179,church ,107,35,185,316,778,1523
1180,church ,241,92,181,35,1415,1765
1181,church ,35,33,316,36,760,1769
1182,church ,107,181,339,241,760,1765
1183,church ,241,7,181,33,1148,1769
1184,church ,185,35,90,34,1162,1523
1185,church ,92,316,35,90,1148,1769
1186,church ,36,35,377,90,766,1765
1187,church ,7,316,34,126,760,1769
1188,church ,92,126,7,241,1148,1769
1189,church ,35,316,90,34,1415,1765
1190,church ,377,36,241,316,1415,1769
1191,church ,7,316,181,126,760,1769
1192,church ,181,241,339,34,760,1523
1193,church ,7,377,107,126,1148,1765
1194,church ,185,126,7,34,778,1765
1195,church ,316,35,7,339,778,1765
1196,church ,36,33,181,7,1148,1765
1197,church ,185,92,34,36,760,1765
1198,church ,35,107,241,339,1162,1765
1199,church ,7,181,33,316,1415,1765
1200,classroom,485,285,91,41,1116,1648
1201,classroom,285,91,45,41,1415,1644
1202,classroom,181,90,49,301,1332,1640
1203,classroom,317,45,90,181,1332,1645
1204,classroom,45,41,241,181,813,1644
1205,classroom,241,45,317,301,1415,1644
1206,classroom,485,91,285,241,1116,1645
1207,classroom,45,140,241,317,802,1645
1208,classroom,181,241,49,285,1332,1644
1209,classroom,90,301,140,485,1415,1645
1210,classroom,181,91,90,317,1120,1644
1211,classroom,301,51,241,90,802,1645
1212,classroom,241,317,49,51,1120,1645
1213,classroom,285,90,51,241,1116,1640
1214,classroom,51,241,485,49,1116,1640
1215,classroom,301,181,485,45,813,1648
1216,classroom,49,41,51,301,802,1644
1217,classroom,91,241,45,181,1116,1645
1218,classroom,317,181,140,45,802,1644
1219,classroom,140,485,181,45,1116,1640
1220,classroom,91,485,41,90,1332,1648
1221,classroom,140,41,181,91,813,1648
1222,classroom,91,41,285,301,1415,1648
1223,classroom,485,51,41,49,1120,1640
1224,classroom,285,140,317,90,1332,1645
1225,classroom,140,49,90,181,802,1648
1226,classroom,285,90,317,41,1332,1648
1227,classroom,181,91,285,49,1415,1645
1228,classroom,317,285,49,45,802,1648
1229,classroom,285,181,241,91,1332,1644
1230,classroom,45,485,241,317,1332,1645
1231,classroom,90,241,45,301,1332,1645
1232,classroom,140,51,317,90,813,1645
1233,classroom,285,90,241,181,1415,1645
1234,classroom,317,90,140,181,1120,1644
1235,classroom,485,45,181,41,1415,1648
1236,classroom,285,301,317,51,1116,1648
1237,classroom,41,90,285,485,802,1640
1238,classroom,45,90,241,317,1120,1648
1239,classroom,90,485,317,181,1116,1644
1240,classroom,241,91,49,41,1332,1640
1241,classroom,181,90,49,301,1116,1640
1242,classroom,241,181,90,317,1415,1645
1243,classroom,485,285,301,317,1332,1644
1244,classroom,49,91,45,301,1116,1640
1245,classroom,45,90,485,51,1332,1640
1246,classroom,241,181,285,51,1415,1640
1247,classroom,45,285,317,485,802,1648
1248,classroom,51,181,301,91,1415,1640
1249,classroom,285,317,90,485,813,1644
1250,classroom,41,90,317,485,1120,1648
1251,classroom,51,41,241,45,1332,1648
1252,classroom,485,181,140,45,1116,1648
1253,classroom,49,91,41,301,1415,1648
1254,classroom,91,49,285,301,1116,1644
1255,classroom,301,90,317,45,1415,1640
1256,classroom,51,485,140,90,1332,1648
1257,classroom,301,181,485,91,1332,1648
1258,classroom,41,49,91,181,1415,1645
1259,classroom,45,140,49,51,1120,1645
1260,classroom,181,301,285,49,802,1644
1261,classroom,301,317,485,49,813,1640
1262,classroom,140,241,90,285,1116,1640
1263,classroom,317,301,45,90,1332,1640
1264,classroom,91,140,90,41,802,1645
1265,classroom,140,317,485,301,1120,1640
1266,classroom,49,51,485,140,802,1644
1267,classroom,45,49,41,301,1332,1648
1268,classroom,181,317,140,41,1415,1644
1269,classroom,181,241,317,51,1120,1648
1270,classroom,51,90,91,301,1415,1648
1271,classroom,90,181,51,140,1120,1640
1272,classroom,285,45,241,90,1116,1645
1273,classroom,317,241,140,45,1415,1648
1274,classroom,140,285,485,317,802,1644
1275,classroom,140,301,485,51,1116,1648
1276,classroom,485,241,45,317,813,1645
1277,classroom,140,51,301,317,802,1648
1278,classroom,49,90,41,301,1116,1640
1279,classroom,317,181,241,45,813,1644
1280,classroom,45,51,241,485,1415,1644
1281,classroom,49,90,41,285,802,1644
1282,classroom,41,317,49,485,813,1645
1283,classroom,317,91,140,241,813,1644
1284,classroom,51,485,140,45,1116,1640
1285,classroom,90,485,241,140,1332,1644
1286,classroom,317,181,41,91,1120,1648
1287,classroom,49,45,140,241,1415,1645
1288,classroom,41,181,241,49,1415,1648
1289,classroom,51,485,241,285,1120,1640
1290,classroom,181,49,51,90,813,1645
1291,classroom,140,241,90,181,1332,1640
1292,classroom,41,90,485,285,1332,1648
1293,classroom,45,241,181,485,1120,1645
1294,classroom,49,301,181,51,1415,1640
1295,classroom,317,140,45,51,1415,1648
1296,classroom,91,485,41,49,1116,1648
1297,classroom,51,49,91,41,1120,1644
1298,classroom,485,51,317,49,802,1644
1299,classroom,485,49,41,285,1120,1648
1300,coast,64,99,244,480,915,1757
1301,coast,244,397,355,375,1422,1765
1302,coast,244,64,99,279,1422,1765
1303,coast,47,244,375,279,915,1757
1304,coast,244,64,456,47,915,1765
1305,coast,362,244,456,355,1422,1765
1306,coast,47,64,397,244,915,1765
1307,coast,355,362,375,64,915,1765
1308,coast,244,47,362,279,1422,1757
1309,coast,456,355,47,397,915,1757
1310,coast,480,397,99,47,1422,1757
1311,coast,456,99,362,375,915,1765
1312,coast,375,279,355,362,915,1757
1313,coast,397,362,279,480,915,1765
1314,coast,375,244,47,362,1422,1757
1315,coast,397,456,480,99,1422,1757
1316,coast,362,279,244,480,1422,1757
1317,coast,480,279,456,362,915,1765
1318,coast,99,480,362,456,915,1757
1319,coast,480,397,375,99,1422,1765
1320,coast,64,355,397,99,915,1765
1321,coast,279,397,355,480,1422,1765
1322,coast,279,99,244,64,1422,1757
1323,coast,244,397,64,355,1422,1757
1324,coast,456,480,47,244,1422,1765
1325,coast,279,47,375,355,1422,1757
1326,coast,99,244,456,64,915,1765
1327,coast,99,64,397,456,915,1757
1328,coast,375,99,279,244,1422,1757
1329,coast,355,375,456,362,915,1765
1330,coast,64,456,375,244,915,1765
1331,coast,355,397,64,244,1422,1765
1332,coast,375,99,244,362,915,1765
1333,coast,279,244,64,456,915,1757
1334,coast,480,279,47,99,915,1757
1335,coast,355,47,64,244,1422,1765
1336,coast,397,480,456,279,915,1757
1337,coast,362,279,355,99,915,1757
1338,coast,362,47,375,355,915,1765
1339,coast,355,362,375,99,1422,1765
1340,coast,244,456,64,47,1422,1757
1341,coast,47,397,375,355,1422,1765
1342,coast,64,47,244,480,915,1765
1343,coast,355,47,480,362,915,1757
1344,coast,64,362,47,244,915,1757
1345,coast,480,362,47,375,1422,1757
1346,coast,456,397,64,375,1422,1765
1347,coast,456,47,375,480,915,1765
1348,coast,244,279,480,64,1422,1765
1349,coast,279,375,99,480,915,1765
1350,coast,362,64,99,456,915,1765
1351,coast,375,355,99,397,1422,1765
1352,coast,47,362,279,99,1422,1757
1353,coast,47,397,99,375,1422,1765
1354,coast,244,279,375,362,915,1765
1355,coast,279,480,397,244,1422,1765
